"Carimbo de data/hora","Qual a classificação?","Positiva ou Negativa?","Fonte","Autor","Palavras-chave utilizada para busca","Teor textual","Data de publicação"
"2021/09/24 10:25:31 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","No território o acesso aos recursos naturais é livre, porém,
respeitando as regras que regem o grupo. A forma de agir sobre o território
e de apropriar-se dos recursos, envolve múltiplas dimensões, reunindo
elemento do plano simbólico, atribuído à pesca, caça e às suas práticas
tradicionais. Essa variedade de prática integrada à natureza define a forma
de apropriação desses recursos.","2020-01-01"
"2021/09/24 10:26:20 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","A construção da territorialidade vinculas e
a noção de panema, pois as práticas a ela associadas ordenam o uso e a
representação do próprio território. O panema é uma forma de manter
a diversidade da espécie da vegetação, animais, peixes dos rios, igarapés.","2020-01-01"
"2021/09/24 10:27:11 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","relações sociais","O território é um universo de relações sociais e políticas,
valores e memórias que constituem uma unidade de luta. Estudar esses
saberes implica a compreensão da territorialidade, dentro desse sistema
de relações, rompendo com a noção segundo a qual a “natureza é
natural.” Ao contrário, procuramos demonstrar o caráter social de tais
práticas considerando as relações sociais em jogo.","2020-01-01"
"2021/09/24 10:28:00 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","As intervenções avançam na ideia dos quilombolas como alvo
do Programa Brasil Quilombola, dos Territórios Quilombolas e outras
modalidades que assinalam diferenças nos dispositivos de intervenção.
A esta intervenção do Estado soma-se a da ACONERUQ, mediante
o projeto Ká Amubá, financiado pelo Instituto Marques Valle Flor -
IMVF. Este instituto foi responsável pela reforma da agroindústria de
beneficiamento de farinha da Filipa, ocorrida nos anos de 2015 e 2016.
O Banco do Nordeste instituiu o Programa Agroamigo, vinculado ao
Instituto Nordeste Cidadão e dos programas: PROCERA, PRONAF B
e Programa Brasil Quilombola de âmbito federal.","2020-01-01"
"2021/09/24 10:29:12 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","jurisprudência; políticas sociais; projetos econômicos ","Na contramão da jurisprudência estatal e sem muito retorno das
reivindicações centrais, isto é, a reivindicação por direitos territoriais
e étnicos, esses grupos vão sendo enquadrados em políticas sociais
como Bolsa Escola, Bolsa Verde e Brasil Quilombola, enunciando
novas categorias classificatórias desvinculadas da autonomia desses
grupos. A tentativa de inclusão social dos quilombolas em políticas
governamentais assume o caráter de “combate à pobreza” no espaço
rural sob a argumentação de que proporciona o “desenvolvimento”
local, implementado através de projetos econômicos.","2020-01-01"
"2021/09/24 10:30:04 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","A lógica desenvolvimentista, tem várias formas de se
apresentar, dentre elas a presença do Estado por meio da promoção dos
programas e projetos que são aplicados em ambientes rurais. Carlos
Vainer (2007), em “Planejamento Territorial e Projetos Nacionais:
os desafios da fragmentação”, aponta para a gradual irrelevância
atribuída à questão territorial no Brasil.","2020-01-01"
"2021/09/24 10:30:58 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Para o autor, a história recente
do planejamento territorial no país demonstra um processo contínuo
de desconstituição política que é evidenciado pelo desaparecimento
progressivo da questão regional da agenda nacional e pelo desmonte
dos aparatos institucionais que foram criados pelo governo federal,
na segunda metade do século XX, com o propósito de ordenar o
território e reduzir as desigualdades regionais. ","2020-01-01"
"2021/09/24 10:31:44 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Como desdobramento, a partir da crise de 1980, foi sucedida
pela adesão do país às diretrizes do Consenso de Washington,
totalmente de caráter neoliberal. Vainer (2007), acrescenta ainda que
na atualidade essa desconstituição parece estar se atualizando numa
espécie de resignação frente à fragmentação territorial subordinada
às formas de globalização contemporânea, cuja contrapartida seria
apenas a integração continental por meio da criação de espaços
mercantis adaptados às novas escalas e dinâmicas espaciais dos capitais
transnacionais.","2020-01-01"
"2021/09/24 10:34:49 PM GMT-3","Território","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Neste trabalho não se busca definir o Estado como aquele que
domina e representa a classe dominante. Também não compartilha
da ideia de que suas ações têm como consequência se tornar soberano
sobre os grupos menos favorecidos. Logo, parece plausível tentar
descrever elementos que possam contribuir para uma interpretação
da presença do Estado em suas diversas formas que se revelam nas
práticas e “dinâmicas de decisões e de projetos que se tornam vetores da fragmentação
territorial”","2020-01-01"
"2021/09/24 10:36:04 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","afirmação identitária","O quilombo de Jamari, situado à margem esquerda do rio
Trombetas, município de Oriximiná, Estado do Pará – constituiu-se
como lócus de observações da relação de conflito entre quilombolas e
projetos implantados em meados da década de 1970115, com propósitos
antagônicos ao modo de viver desses agentes sociais.116 Por meio da
lente de reflexão antropológica tenho adquirido condições de elaborar
uma descrição etnográfica e dar ênfase aos dramas sociais, resultantes
de conflitos políticos-territoriais vivenciados por esses quilombolas
no Trombetas, face à implantação de projetos que contempla o
Estado e empresas privadas, tais como: a exploração da bauxita pela
Mineração Rio do Norte (MRN) e a criação da Reserva Biológica do
Rio Trombetas (RBRT). Penso que o acesso aos recursos naturais, a
luta pela permanência no território e a afirmação identitária tornam-se
os eixos de resistência dos quilombolas em debate.","2020-01-01"
"2021/09/24 10:37:05 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","megaprojetos; ocupação ilegal ","A partir do processo de ocupação histórica dos negros no
Trombetas, identifica-se que a permanência dos quilombolas no
território, por eles conquistados e socialmente construído, resulta de
formas de reprodução social “inventadas” pelas unidades sociais como
mecanismo de resistência, face as iniciativas de “intrusão” desse espaço
por agentes antagônicos. O termo intrusão tem sido utilizado por
Farias Júnior (2016) como sinônimo de “invasão”, uma construção
crítica ao processo de ocupação ilegal dos territórios tradicionalmente
ocupados pelos denominados “megaprojetos” e políticas ambientais
autoritárias.","2020-01-01"
"2021/09/24 10:38:13 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","meio ambiente; Trombetas ","Convém sublinhar: quilombos no Trombetas foram
conquistados através de uma relação específica com o meio ambiente,
permitindo a eles tecerem elos de reciprocidade com os recursos
utilizados. Nesse caso, a reciprocidade é entendida como a relação
dupla, pautada no uso e proteção dos recursos naturais, possibilitada
por meio de regras tácitas inventadas e legitimadas pelo grupo. A
reciprocidade resulta das formas de interação que convergem para o
sentimento de pertença ao território.","2020-01-01"
"2021/09/24 10:38:57 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Pensar a trajetória desse grupo negro, o conjunto das relações
sociais por eles construídas, a representação do território em seus
meandros, permite-nos pensar esta unidade social, o Jamari, como um
território etnicamente configurado. Tal noção é central na análise de Almeida
(2006) no laudo antropológico sobre as comunidades quilombolas em
Alcântara, Estado do Maranhão, afetadas pela tentativa de implantação
da base de lançamento de foguetes.","2020-01-01"
"2021/09/24 10:39:46 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Essa consciência ambiental inventada pelas necessidades de
preservar os recursos naturais em abundância, entrelaça-se à construção
de uma identidade étnica quilombola que dá sentido à existência dos
agentes sociais. Nesse sentido, os termos usualmente empregados pelas
agências estatais, sombreiam as lutas sociais por trás da implantação
dos empreendimentos de infraestrutura e preservação ambiental, por
isso serão analisadas sob a perspectivas de intrusões territoriais.","2020-01-01"
"2021/09/24 10:40:43 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","resistência; direitos fundamentais","A história dos quilombos no Trombetas é marcada por
processos sociais de resistência de negros que desde o período
escravista sonham viver em liberdade; mas também é configurada
por campos de conflitualidade com agentes antagônicos que visam
“pilhar” (MATTEI; NADER, 2013), as denominadas “terras de uso
comum” para transformar em negócios com fins lucrativos, que
além de intrusar (FARIAS JÚNIOR, 2016) os territórios quilombolas,
tornam-se verdadeiros entraves a garantias de direitos fundamentais à
existência dos quilombolas, sobretudo, a titulação de seus territórios
assegurada constitucionalmente.","2020-01-01"
"2021/09/24 10:41:34 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Ao analisar as situações sociais referidas aos quilombos no rio
Trombetas, especificamente as situações referentes aos quilombolas de
Cachoeira Porteira, município de Oriximiná, Farias Júnior (2016) fez
uso do termo intrusão como sinônimo de “invasão” - proposto por Said
(2007), e com essa base conceitual, Farias Júnior analisou o modo
de apropriação violenta dos territórios indígenas e quilombolas no
Trombetas por “megasprojetos” e políticas ambientais autoritárias. De
acordo com Farias Júnior, intrusão consiste em uma crítica ao termo
“sobreposição”, que para ele é entendido como uma forma de despolitizar
a violência da implantação desses projetos.","2020-01-01"
"2021/09/24 10:42:40 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Sob o
prisma da “sobreposição”, ocorre uma inversão de papéis, os povos
que tradicionalmente ocupam o território passam a ser vistos como
invasores e entraves ao desenvolvimento. Dessa forma, concorda-se com
Farias Júnior (2016), ao enfatizar que o termo intrusão consiste em uma
forma de expor o processo violento da usurpação territorial.
Por campos de conflitos e tensões presentes na história do
grupo em questão, Marin e Castro (1998), destacam três situações
sociais de enfrentamento: primeira, a ordem escravista fundamentada
na economia mercantil; segunda, formas de dominação instauradas
na rede de comercialização, nas relações de patronagem, e, terceira, na
atualidade, com a entrada de atores que expressam novos momentos
de expansão capitalista conferida mediante a exploração mineral e as
unidades de conservação, que serão enfatizados nesta seção.","2020-01-01"
"2021/09/24 10:43:49 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","intrusão; empresas mineradoras ","A estratégia de intrusão dos territórios quilombolas no Trombetas
é resultante do entrelace de empresas mineradoras e agências ambientais,
implantadas nesse rio entre as décadas de 1960 e 1980. A descoberta da
bauxita, matéria-prima do alumínio, no rio Trombetas, chamou atenção de
diversas empresas do ramo minerador, que juntas constituíram a Mineração
Rio do Norte (MRN), um grupo de economia mista no qual a Companhia
Vale do Rio Doce (CVRD) detém o maior percentual das ações, desde a
sua consolidação até os dias atuais com cerca de 40% das ações, com o
propósito de extrair as reservas minerais existentes na margem esquerda
daquele rio.","2020-01-01"
"2021/09/24 10:44:52 PM GMT-3","Território;Quilombolas","Positiva","","","unidades de conservação; reordenamento territorial; empresas mineradoras ","Barreto Filho (1997), observa que a relativa facilidade de se
estabelecerem unidades de conservação de uso indireto nos regimes
militares, representou mais do que o resultado de um mero concurso
favorável de circunstâncias; para ele representa um conjunto complexo
de fatores, sobressaindo a gestão estatal estratégica do território e a
politização da estrutura espacial do país. Assim, a aliança envolvendo
empresas mineradoras e unidades de conservação, além de usurpar
os territórios quilombolas no Trombetas, abriu caminhos para o
controle territorial e social das unidades sociais. Tal forma de controle,
pautado na vigilância de práticas sociais cotidianas, apoiou-se no
reordenamento territorial, grosso modo, a tentativa de expulsar as
famílias quilombolas de seus territórios, não apenas pelas ações de
despejo, mas pelo fechamento do rio e restrições de acesso aos recursos
naturais, de modo autoritário e violento, tratando-os como invasores
e impedindo-os de viver como sempre viveram.","2020-01-01"
"2021/09/24 10:45:38 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","É oportuno lembrar que, na perspectiva antropológica, essa
relação com os recursos naturais elide o território, ou seja, uma
representação que se vislumbra para além da terra enquanto espaço
fisicamente delimitado, portanto, uma construção social do grupo, a
partir das relações em constante construção, por eles inventadas. Na
medida em que limitações são impostas, aumenta a crise, resultando em
dramas sociais.","2020-01-01"
"2021/09/24 10:47:05 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","disputas territoriais; mineradoras; Estado","A intensificação das pressões sociais sobre o modo de vida
dos quilombolas no Jamari, sobretudo, o controle de acesso aos
recursos naturais, evidencia o risco relativo à permanência do grupo
no território que tradicionalmente ocupam, na medida em que o
processo de titulação é dificultado pelas disputas territoriais acionadas
por interesses das mineradoras e do Estado.
","2020-01-01"
"2021/09/24 10:48:13 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","estratégias de resistência","Dentre as estratégias de resistência identificadas no
território, sobressai a politização da identidade coletiva quilombola
e a construção de uma economia autônoma pautada no extrativismo,
incluindo a coleta da castanha do Brasil e extração de óleos de copaíba
e andiroba.
Como fora frisado na seção anterior, a organização social dos
quilombolas no Jamari surgiu como mecanismo de resistência aos
processos de intrusão de seus territórios.","2020-01-01"
"2021/09/24 10:49:29 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","autoconsciência; coletivo quilombola ","Esse aspecto organizacional além de atribuir novo significado aos
instrumentos de luta, fortalece a posição dos agentes sociais, dando
visibilidade aos processos excludentes que foram implantados naquele
território. Assim, a autoconsciência centrada na trajetória dos negros
no Trombetas, aliada ao sentimento de comunidade, funcionaram
como fio condutor para a criação do movimento organizativo do
coletivo quilombola em Oriximiná","2020-01-01"
"2021/09/24 10:50:18 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","Fruto de uma conquista histórico-social, “remanescentes de
quilombo” é um termo jurídico, inserido no texto constitucional
de 1988, no sentido de conferir direitos territoriais, assumida pelos
próprios agentes sociais, a partir de suas representações específicas,
capaz de deslocar a construção secular daquilo que os outros pensavam
ideologicamente que éramos, para o que realmente somos, a partir de
nós mesmos, das nossas representações e de nossos imaginários que
nos faz sermos quilombolas, castanheiros, oleiros, quebradeiras-decoco,
desfocando-nos de uma unidade étnica isolada, fechada para a
arena da pluralidade.","2020-01-01"
"2021/09/24 10:51:15 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","desapropriação territorial","Desse modo, um ano após a promulgação do texto constitucional
que insere o direito à titulação coletiva dos territórios quilombolas, fora
criada a Associação das Comunidades Remanescentes de Quilombos
do Município de Oriximiná (ARQMO). De acordo com o senhor
Carlos Printes, um de seus idealizadores, morador do quilombo Abuí,
Alto Trombetas I, a ARQMO surgiu como uma estratégia às ameaças
de desapropriação territorial pelos empreendimentos que usurparam
seus territórios em meados da década de 1970, sobretudo a Reserva
Biológica do Rio Trombetas, ao deslocar os quilombolas de suas casas
situadas no lago Jacaré.","2020-01-01"
"2021/09/24 10:52:10 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","associações ","Por mais de duas décadas, a ARQMO representou todas as
comunidades remanescentes de quilombo do Trombetas. Contudo, em
razão das divergências inerentes aos interesses dos grupos, ocorreu a
institucionalização de associações em cada território para atender aos
interesses específicos, como é o caso da Associação das Comunidades
Remanescentes de Quilombo do Alto Trombetas II (ACRQAT), criada
em 28 de novembro de 2011, visando organizar coletivamente os
quilombos Curuçá, Jamari, Juquiri Grande, Juquirizinho, Moura, Nova
Esperança, Palhal e Último Quilombo, abrangendo cerca de trezentas
famílias espalhadas pelo curso do rio Trombetas e seus acidentes
geográficos. Independentemente das divergências internas, defender
suas práticas tradicionais e a permanência no território, são pontos
congruentes entre os seguimentos políticos quilombolas no Trombetas.","2020-01-01"
"2021/09/24 10:53:04 PM GMT-3","Território;Quilombolas","Positiva","","","exploração mineral; atividade mineradora; unidade social ","No presente, a expansão da exploração mineral sob seus
territórios é preocupação central da unidade social, usurpada pelos
projetos de expansão em planejamento para os próximos vinte
anos. Diante da ameaça que representa a expansão da atividade
mineradora sob seus territórios, bem como a criminalização de suas
práticas tradicionais como a agricultura, a pesca e caça, as estratégias
de resistência dos quilombolas Jamari, atravessam as fronteiras das
mobilizações sociais, cuja maior aliada é a construção de uma economia
autônoma, focada, sobretudo, no extrativismo. Isso porque o saber
coadunado ao domínio sobre território lhes dá condições favoráveis
de recriar formas autônomas de existência.","2020-01-01"
"2021/09/24 10:54:31 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","agências ambientais; direitos étnicos ","Neste sentido, ao invés de desmobilizar a luta dos quilombolas
por seus direitos étnicos e territoriais, as pressões por parte das
agências ambientais e empresas mineradoras, contrapõem-se por
novas estratégias de resistência no sentido de garantir sua reprodução
física e social no âmbito do território etnicamente configurado.","2020-01-01"
"2021/09/24 10:55:30 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","","A exploração mineral na Amazônia é marcada por contradições
sociais resultantes do choque entre duas lógicas colidentes no que se refere
ao uso e apropriação dos recursos naturais, por um lado, a lógica capitalista,
ancora em noções legitimadas pelo Estado de Direito, quais sejam:
progresso, crescimento econômico; e por outro, a lógica agroextrativa
baseada no “uso comum dos recursos”, (ALMEIDA, 2008). Por desconhecer,
ou simplesmente ignorar a realidade social de povos e comunidades
tradicionais, os projetos de exploração mineral, visando atender aos seus
objetivos específicos, de modo autoritário e violento, passam a usurpar
os territórios historicamente conquistados por povos autoidentificados
enquanto quilombolas, indígenas, castanheiros e oleiros.","2020-01-01"
"2021/09/24 10:56:31 PM GMT-3","Território;Quilombolas","Positiva","Conflitos territoriais e povos e comunidades tradicionais: descrição etnográfica de territorialidades específicas  http://novacartografiasocial.com.br/download/conflitos-territoriais-e-povos-e-comunidades-tradicionais-descricao-etnografica-de-territorialidades-especificas/","Rosa Elizabeth Acevedo Marin; Patrícia Maria Portela Nunes; Cynthia Carvalho Martins (organizadoras)","efeitos sociais; ações de usurpação","As ações de usurpação e controle por empreendimentos
implantados entre as décadas de 1960 a 1980, tornam-se entraves
para a permanência das unidades sociais, autoidentificadas enquanto
quilombolas no Trombetas. Na medida, o controle sob o território
ocasionou a ruptura de práticas sociais inventadas por várias gerações
e que são importantes para reprodução física e social do grupo.
No presente, os efeitos sociais desse processo de ruptura entre os
quilombolas podem ser refletidos na forma de dramas sociais.","2020-01-01"
"2021/09/28 1:00:47 PM GMT-3","Conflito","Positiva","MPF","Roberto Luis Oppermann Thome","Conflito","MINISTÉRIO PÚBLICO FEDERAL
6ª CÂMARA DE COORDENAÇÃO E REVISÃO
PORTARIA N° 27, DE 5 DE JULHO DE 2018.
A 6ª CÂMARA DE COORDENAÇÃO E REVISÃO DO MINISTÉRIO PÚBLICO
FEDERAL, nos termos do artigo 5º, inciso III, alínea e, da Lei Complementar nº 75, de 20 de maio
de 1993. 
Considerando que o artigo 38, inciso I, da Lei Complementar nº 75/93 atribui ao
MINISTÉRIO   PÚBLICO   FEDERAL   atribuição   para   instaurar   inquérito   civil   e   outros
procedimentos administrativos e que a Resolução CNMP nº 174, de 4 de julho de 2017 regulamenta
seu trâmite no âmbito ministerial;
Considerando que esta 6ª Câmara de Coordenação e Revisão recebeu documentos da
Procuradoria da República em Erechim/RS narrando graves conflitos armados em terras indígenas
Votouro Ligeiro e Ventarra da etnia Kaingang, em área de sua atribuição;
Considerando que nos documentos a colega Procuradora da República oficiante
solicitou atuação conjunta de 2ª, 6ª e 7ª Câmaras de Coordenação e Revisão in casu;
Considerando a necessidade de tomadas de medidas urgentes, seu acompanhamento e
observação dos incidentes;
RESOLVE:
a) instaurar PROCEDIMENTO ADMINISTRATIVO, com esta ementa:
“CONFLITOS EM TERRAS INDÍGENAS NO ESTADO DO RIO GRANDE DO
SUL”
b) determinar à Secretaria agendamento de reunião entre as 2ª, 6ª e 7ª Câmaras de
Coordenação e Revisão ministerial para discussão e decisões conjuntas;
c) dê-se ciência e publique-se
ROBERTO LUIS OPPERMANN THOME
Subprocurador-Geral da República
Membro Titular da 6ª CCR/MPF","2018-07-05"
