"Carimbo de data/hora","Qual a classificação?","Positiva ou Negativa?","Fonte","Autor","Palavras-chave utilizada para busca","Teor textual","Data de publicação"
"2021/09/24 6:42:05 PM GMT-3","Quilombolas","Positiva","Tese de doutorado ","Sheilla Borges Dourado","identidade, quilombola ","A afirmação expressa da necessidade do reconhecimento do respeito às identidades culturais em documentos legais, a partir do reconhecimento da diversidade, é um fato recente na normativa internacional. São emblemáticos os casos dos povos indígenas, tomados secularmente como “relativamente incapazes”, ou dos quilombolas, estigmatizados historicamente com a condição da escravidão. Nas últimas décadas, no mundo jurídico – especialmente a partir da regulação que deriva da normativa internacional - tanto povos indígenas quanto quilombolas passaram da condição imposta de “tutelados”, “primitivos”, “menores” e, portanto, marginalizados em relação à sociedade, para a posição de sujeitos de direitos. ","2014-01-01"
"2021/09/24 6:43:27 PM GMT-3","Quilombolas","Positiva","tese de doutorado ","Sheilla Borges Dourado ","","No Brasil, trata-se de uma tendência em ascensão. Notamos que há diferenças de apropriação do conteúdo da Convenção 169 entre os diferentes povos e comunidades tradicionais, o que pode ser explicado pela posição dos seus representantes no campo de disputas (BOURDIEU, 2007). Assim, enquanto as representações regionais e nacionais, tanto indígenas (APIB, COIAB), quanto quilombolas (Malungu, Conaq) e de outras comunidades, como as quebradeiras de coco babaçu (MIQCB), acionam recorrentemente essa norma internacional como fundamento de suas reivindicações e há muito já se apropriaram do seu conteúdo, as representações “de base”, de abrangência local, as associações com sede nas aldeias ou nas comunidades, conforme foi observado empiricamente, a Convenção 169 é ainda praticamente desconhecida em seu conteúdo, mesmo que dela já se tenha “ouvido falar”.  ","2014-10-28"
"2021/09/24 6:44:42 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Borges Dourado ","","Os povos e comunidades tradicionais são referidos como “autóctones”, “minorias e povos indígenas” na Convenção sobre a Proteção e Promoção da Diversidade das Expressões Culturais (2005); “populações indígenas” e “comunidades locais” na Convenção sobre Diversidade Biológica (1992); “povos indígenas” e “povos tribais” na Convenção 169 da OIT (1989); “índios”, “comunidades indígenas” e “remanescentes das comunidades dos quilombos” na Constituição Federal do Brasil (1988); “nações e povos indígena originário campesinos”, “comunidades interculturais” e “comunidades afrobolivianas” na Constituição Política da Bolívia (2009)  ; “comunidades, povos e nacionalidades indígenas”, “povo afroequatoriano” e “povo montubio” na Constituição da República do Equador (2008), “povos e comunidades tradicionais” no Decreto brasileiro n. 6.040 (2007), ","2014-10-28"
"2021/09/24 6:45:30 PM GMT-3","Quilombolas","Positiva","","","","No Brasil, esses agentes sociais identificam-se como seringueiros, quebradeiras de coco babaçu, peconheiros, castanheiros, quilombolas, faxinalenses, ciganos, pescadores artesanais, comunidades de fundo de pasto, ribeirinhos, pomeranos, vazanteiros, geraizeiros, povos de terreiro, entre tantos outros. A categoria jurídica povos e comunidades tradicionais também inclui os mais de duzentos povos indígenas brasileiros  que, de forma análoga, constituem grupos étnicos bastante distintos entre si, mas costumam ser designados genericamente pelas normas legais pela categoria povos indígenas.","2014-01-01"
"2021/09/24 6:47:04 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","O uso dessa categoria genérica, deve ser feito, contudo, a seu tempo e à sua hora, sem elidir as autodenominações, as identidades específicas quando a demanda for pela particularidade. Recorda-se ainda que, na vida prática, na realidade cotidiana, as diferenças vão muito além das terminologias. As quebradeiras de coco babaçu são muito diferentes entre si, assim como as comunidades quilombolas não são todas iguais nem os povos indígenas podem ser visto como homogêneos.","2014-01-01"
"2021/09/24 6:47:54 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Em entrevista à professora Marín, o Sr. Teodoro Lalor de Lima, quilombola da Ilha do Marajó, relatou a combinação de recursos em cada etapa de tratamento da massa, por exemplo, usando folhas diferentes para cobri-la de maneira a facilitar condições de alta temperatura que permitam a produção do óleo.","2014-01-01"
"2021/09/24 6:48:41 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Já as sanções da OIT são comumente de ordem moral, chamadas exortações. Isso não quer dizer que sejam menos efetivas, havendo registro atestando eficácia dessa medida no caso da comunicação quilombola enviada à OIT por meio da Central Única de Trabalhadores (CUT) em 2008, que resultou na iniciativa de regulamentação do direito de consulta prévia da Convenção 169 pelo governo brasileiro (GARZÓN, 2009). As violações às convenções da OIT pelos Estados membros podem, em último caso, ser encaminhadas à Corte Internacional de Justiça em Haia, que tem o poder de proferir decisões vinculantes.","2014-01-01"
"2021/09/24 6:49:52 PM GMT-3","Quilombolas","Positiva"," tese de doutorado","Sheilla Dourado","","Nesse Plano, o Estado deve instituir programas e parcerias para atender necessidades técnicas e econômicas dos povos indígenas, quilombolas e outros povos e comunidades tradicionais, a fim de que compreendam e organizem as suas relações com a economia contemporânea global, e possam decidir autonomamente sobre as opções de manejo e exploração sustentável do seu patrimônio, produtos e atividades culturais.
O Estado está incumbido, conforme o PNC, de garantir a esses grupos direitos sobre o uso comercial de seus conhecimentos e expressões culturais e estimular que participem na elaboração de instrumentos legais que assegurem a repartição equitativa dos benefícios resultantes desse mercado.
","2014-01-01"
"2021/09/24 6:50:47 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","De fato, em relação aos direitos previstos especificamente para os povos indígenas brasileiros, a Convenção 169 da OIT parece não ter inovado em conteúdo, mas apenas detalhado esses direitos. No que diz respeito à terra, o artigo 68 do Ato das Disposições Constitucionais Transitórias (ADCT) no Brasil previu também a titulação definitiva em favor das “comunidades remanescentes de quilombos” e o artigo 215 reconhece como patrimônio cultural brasileiro as manifestações das culturas populares dos quilombolas, indígenas e todos os grupos formadores da sociedade brasileira. ","2014-01-01"
"2021/09/24 6:51:44 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Contudo, outros direitos humanos relativos à identidade, à proteção ambiental dos territórios tradicionalmente ocupados e à participação de quilombolas e demais povos e comunidades tradicionais, que não os povos indígenas, não estão explicitamente contemplados e reconhecidos na Constituição Federal de 1988. No que diz respeito aos povos e comunidades tradicionais diferentes dos povos indígenas, é evidente que a Convenção 169 complementa, e não apenas detalha a Constituição brasileira.","2014-01-01"
"2021/09/24 6:58:11 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Sob os preceitos da Convenção 169, já não fazem mais sentido a exigência dos documentos oficiais emitidos pelo Estado, como o Registro Administrativo de Nascimento Indígena (RANI), para o reconhecimento do direito à identidade cultural. Esse entendimento advém do reconhecimento de que esses documentos não são constitutivos desse direito, de modo que o direito à identidade cultural não nasce a partir de um documento ou de qualquer fato externo à “consciência da própria identidade”.  
Daí surge a polêmica questão relativa à Portaria n. 98 de 26 de novembro de 2007 a Fundação Cultural Palmares que institui a emissão de uma certidão de autodefinição de comunidades de remanescentes de quilombos, que é exigida no processo de demarcação das terras quilombolas pelo Incra
","2014-01-01"
"2021/09/24 6:59:08 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Os exemplos de estigmatização de identidades étnicas são numerosos e persistem há séculos no Brasil. Os resquícios do regime escravocrata e do sistema colonial ainda persistem na conformação da mentalidade atual do brasileiro mediano, que continua discriminando especialmente negros e indígenas, vistos como sujeitos “inferiores”, menos instruídos e vocacionados para o trabalho braçal, “primitivos”, “incivilizados” e, mais recentemente, também como “oportunistas”. Os povos e comunidades tradicionais, sejam quilombolas, indígenas, ciganos, geraizeiros, ribeirinhos, peconheiros, faxinalenses ou  vazanteiros, na luta pela manutenção de seus modos de vida tradicionais, os quais não estão totalmente submetidos ao capitalismo industrial, carregam a pecha de “primitivos” ou de pessoas que obstaculizam o “desenvolvimento” do país. ","2014-01-01"
"2021/09/24 7:00:16 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Também os povos ciganos  sofrem com a estigmatização em várias partes do mundo. No Brasil, onde sua situação não é diferente, fazem parte de grupos sociais que são alvos de preconceitos e discriminações, assim como povos indígenas, quilombolas e outros povos e comunidades tradicionais.","2014-01-01"
"2021/09/24 7:01:25 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","A prática da capoeira, como expressão cultural de origem étnica, também se transformou em elemento de afirmação identitária, como observamos através do relato de um quilombola no Amazonas, na comunidade Boa Fé, no Rio Andirá, comunidade que recentemente recebeu a certificação da Fundação Cultural Palmares como “remanescente de quilombo”.","2014-01-01"
"2021/09/24 7:02:17 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","A “tríplica” identidade da D. Dijé, quebradeira de coco babaçu, nos dá um exemplo. A pesquisadora Valderiza Barros havia observado que as mulheres quebradeiras de coco babaçu se identificavam ora como quebradeira de coco babaçu, ora como trabalhadora rural, ora como quilombolas, ora como atingidas pela barragem, ora como extrativistas, ora como professoras, vereadoras e outras autodefinições, conforme a situação social, concluindo haver uma multiplicidade de pertencimentos construídos por essas mulheres. Em entrevista a Barros, a liderança do MIQCB, Sra. Maria de Jesus Ferreira Bringelo, iniciou respondendo à pergunta “quem é a Dijé?”","2014-01-01"
"2021/09/24 7:03:14 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","É uma mulher que tá ai no movimento há muito tempo, eu digo sou quebradeira, sou uma mulher que faz o movimento e que com esse movimento a gente conseguiu criar uma identidade que a gente não tinha, a gente era trabalhadora, mas agente era misturado um monte de coisa, então a Dijé que tá aqui hoje possui uma triplica identidade além de ser mulher eu sou quilombola, sua trabalhadora rural. Sou mãe sou, avó, sou mulher que cuida da casa da roça. Eu digo que tenho uma triplica identidade por isso. Essa identidade não é aquela que tá escrita no papel na foto. Essa identidade é aquela que nós mesmo criamos. É que em todo lugar aonde nos chegamos eu digo quem eu sou. Essa é minha identidade (BARROS, 2011, p. 190).","2014-01-01"
"2021/09/24 7:04:17 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","No caso do Quilombo do Tambor, no (AM), a categoria de pertencimento étnico, antes designada acriticamente de “pretos”, foi substituída pela categoria de representação política quilombola, prevendo direitos territoriais, ambientais e reconhecimento étnico.","2014-01-01"
"2021/09/24 7:05:04 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","A Constituição Federal traz a expressão “remanescente de comunidade de quilombo” como sujeitos de direitos coletivos, culturais e territoriais. A proteção das manifestações das culturas populares, indígenas e afro-brasileiras, e de outros grupos participantes e formadores da sociedade nacional pelo Estado está prevista no art. 215. No artigo art. 216, são considerados patrimônio cultural brasileiro os bens materiais e imateriais que fazem referência à sua identidade, ação e memória dos “diferentes grupos formadores da sociedade brasileira. ","2014-01-01"
"2021/09/24 7:07:35 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Segundo Aurélio V. Rios (2013, p. 99), a proteção constitucional às terras ocupadas por essas comunidades deve ser entendida sob o ponto de vista cultural, uma vez que a titulação da terra possibilita que essas comunidades possam continuar se reproduzindo segundo suas próprias tradições. Seu pensamento vai ao encontro do defendido por Deborah Duprat, para quem a identidade quilombola é indissociável do território.","2014-01-01"
"2021/09/24 7:08:43 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","A expressão “remanescente de comunidade de quilombo” é criticada pelos movimentos sociais que não se veem como remanescentes ou resquícios de um povo e de uma cultura fadados ao desaparecimento, mas como culturas vivas que devem ser respeitadas, nas quais o “tradicional” se mostra uma reivindicação do presente. ","2014-01-01"
"2021/09/24 7:09:32 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Antropólogos e juristas defendem a reinterpretação do conceito de quilombo, a ser retirado da imagem fossilizada que predomina no senso comum, daquela comunidade com certo número de escravos fugidos, localizada em isolamento relativo, com moradias consolidadas ou não e capacidade de consumo reduzida, em condição de marginal aos circuitos de mercado (ALMEIDA, 2011, p. 39). Há registro que houve “quilombos” formados nas próprias fazendas abandonadas pelos senhores , deixadas aos escravos, diante da crise internacional refletida na produção de cana de açúcar, no Maranhão (LOPES, 2012, p. 27). Houve ainda quilombos perfeitamente integrados aos circuitos de mercado, como no caso das comunidades do Parque do Jaú (AM), na Amazônia brasileira (FARIAS JR., 2013).  ","2014-01-01"
"2021/09/24 7:10:42 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Compreende-se que o quilombo designa, em realidade, um processo de trabalho autônomo, livre da submissão aos grandes proprietários, de natureza familiar, baseado na cooperação simples entre grupos domésticos e no uso comum dos recursos naturais ","2014-01-01"
"2021/09/24 7:13:08 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","O reconhecimento da identidade quilombola como sujeito de direitos da Convenção 169 da OIT como “povo tribal” é objeto de disputa no campo político. Com o reconhecimento na OIT, a pressão pela titulação das terras se torna maior. ","2014-01-01"
"2021/09/24 7:13:57 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Não há números precisos sobre a quantidade de comunidades quilombolas no Brasil, diferentemente dos povos indígenas, sobre os quais, em sua maioria existe um acervo de informações disponíveis. Segundo Deborah Duprat, em palestra proferida em novembro de 2008, com o mapeamento de povos indígenas no Brasil, seria possível alcançar hoje mais de 90% dessas comunidades, no caso de realização de consultas prévias. ","2014-01-01"
"2021/09/24 7:14:44 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Quando se trata de comunidades quilombolas, contudo, o quadro é bem mais complicado porque o processo de identificação territorial ainda é inicial. Nesse sentido, o cadastro da Fundação Cultural Palmares de auto-atribuição permite apenas situá-las geograficamente em determinados municípios, sem saber sequer a dimensão da sua ocupação territorial.","2014-01-01"
"2021/09/24 7:15:47 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Além disso, a identidade quilombola está em pleno processo de construção, no sentido de Barth. Importa também lembrar que o movimento quilombola tem na garantia da terra (ou território) a sua principal demanda, e que a luta coletiva é pela permanência no território. Desse modo, o movimento quilombola se difere do chamado “movimento negro”, que se mais refere à cobrança de políticas públicas por parte do Estado para o negro que vive nas cidades. O movimento dos afrorreligiosos também se difere dos demais em razão das suas demandas e territorialidades específicas.  ","2014-01-01"
"2021/09/24 7:17:07 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Na Amazônia brasileira, onde o senso comum é capaz de imaginar o “índio”, mas não o “quilombola”, trabalhos etnográficos recentes como os de Emmanuel Faria Jr. (2013) promovem uma ruptura nos esquemas interpretativos das relações sociais e políticas nessa região. Esse antropólogo demonstra o processo de construção da identidade étnica dos quilombolas do Jaú, que será abordado um pouco mais adiante.","2014-01-01"
"2021/09/24 7:17:56 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Tanto a demarcação de terras tradicionalmente ocupadas na forma de terras indígenas ou territórios quilombolas, quanto a criação de unidades de conservação da natureza, que configuram áreas ambientalmente protegidas, são alvo de ataques daqueles que defendem a circulação da terra como mercadoria. Nesses territórios protegidos por lei, a terra é inalienável e indisponível, estando, portanto, fora do mercado de terras. ","2014-01-01"
"2021/09/24 7:18:50 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","No que diz respeito ao regime jurídico das terras tradicionalmente ocupadas no Brasil, tem-se que as terras indígenas são de propriedade da União e de usufruto exclusivo dos indígenas, diferentemente das terras remanescentes de quilombos, que, uma vez reconhecidas, são tituladas com a propriedade. ","2014-01-01"
"2021/09/24 7:19:46 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Conforme o artigo 67 do Ato das disposições constitucionais transitórias (ADCT), “a União concluirá a demarcação das terras indígenas no prazo de cinco anos partir da promulgação da Constituição”. E o artigo seguinte, 68, informa que o Estado deve emitir os títulos de propriedade definitiva das terras que estejam ocupando os “remanescentes das comunidades dos quilombos.","2014-01-01"
"2021/09/24 7:20:47 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","As terras tradicionalmente ocupadas são um obstáculo ao agronegócio, assim como a reserva legal. Antônio João Castrillón adverte que a primeira estratégia do agronegócio para superá-los é manipular os dados no sentido de evidenciar o agronegócio e esconder o extrativismo, numa clara disputa do poder pelo conhecimento. Somam-se a tal estratégia as campanhas realizadas contra a ampliação de terras indígenas e o reconhecimento de terras quilombolas e o programa de legalização das terras da Amazônia legal, o chamado Terra Legal.","2014-01-01"
"2021/09/24 7:21:46 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Um dos casos problemáticos é o do Parque Nacional do Jaú, no município de Novo Airão (AM), onde os quilombolas que há gerações ali vivem preservaram a floresta de forma tão criteriosa que a área foi escolhida posteriormente como unidade de conservação integral.","2014-01-01"
"2021/09/24 7:22:56 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","O antropólogo Emmanuel Faria Jr. analisou a trajetória de deslocamento forçado, de resistência e de afirmação identitária dos membros das comunidades do Quilombo do Tambor frente à criação desse Parque, medida que restringiu seu uso tradicional da floresta, alterou seus modos de vida diante da restrição ao acesso dos recursos e de práticas culturais, modificou a relação com a natureza e com as pessoas, afetando assim a sobrevivência física e cultural dessas comunidades.","2014-01-01"
"2021/09/24 7:23:50 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Suas relações de troca sofreram alterações com o impedimento da entrada de regatões que não fossem dos próprios moradores. A vida social também foi afetada pela criação do parque, com a proibição de uma série de rituais de coesão social, como os festejos de santos. Segundo relato dos quilombolas, as festas na comunidade quase não são mais realizadas, porque a circulação de pessoas foi proibida dentro do rio Jaú.","2014-01-01"
"2021/09/24 7:24:37 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","A divisão física da comunidade em duas partes, facultou a criação de duas formas organizativas distintas: a Associação dos Remanescentes de Quilombo de Novo Airão (ARQNA), representando aquelas famílias que foram deslocadas; e a Associação dos Moradores Remanescentes de Quilombo da Comunidade do Tambor (AMRQC-Tambor), representando aqueles que permaneceram nos limites geográficos do parque nacional","2014-01-01"
"2021/09/24 7:25:27 PM GMT-3","Território;Quilombolas","Positiva","","","","Segundo Almeida, os territórios de pertencimento são construídos politicamente através de mobilizações por acesso livre aos recursos básicos em regiões diferentes e tempos históricos distintos. Essas territorialidades são construídas a partir de formas de uso comum dos recursos naturais em fundos de pasto, em faxinais, nos babaçuais livres, nas terras de preto e tantas outras modalidades de ocupação de terras tradicionais por quebradeiras de coco babaçu, quilombolas, caiçaras, ribeirinhos. ","2014-01-01"
"2021/09/24 7:26:47 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","demarcação, quilombola, povos e comunidades ","Há uma grande demora do governo federal na conclusão de procedimentos de demarcação de territórios tradicionais. São diversas as forças contrárias à demarcação de terras indígenas e quilombolas, e à criação de reservas extrativistas, categorias de ocupação do solo que mantém a terra sob o controle coletivo desses povos e comunidades e mantidas fora do circuito de mercado. ","2014-01-01"
"2021/09/24 7:27:37 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Maria Aparecida Mendes, liderança do quilombo de Conceição das Crioulas (PE), declarou  que o quilombo se encontra numa área de 18 mil hectares, mas os quilombolas atualmente ocupam menos de 30% desse território porque “os fazendeiros expulsaram o povo de lá”. Expôs que é preciso haver democratização do acesso à terra, porque os quilombolas ocupam esse território há duzentos anos, mas ainda não conseguiram a obter a titulação definitiva prevista na Constituição Federal brasileira. Mas um latifundiário, nas suas palavras, consegue ter mais de 100 mil hectares para plantar soja, cana-de-açúcar, e essa área ainda é tida como insuficiente.","2014-01-01"
"2021/09/24 7:28:54 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Importa registrar que aproximadamente 1.360 processos para titulação de terras quilombolas tramitam atualmente no Instituto Nacional de Reforma Agrária (Incra), sendo que no Maranhão está a maior quantidade desses processos. Em setembro de 2014 ocorreram as primeiras titulações do ano de territórios quilombolas por esse Instituto. Foram titulações parciais de Rincão dos Martimianos (RS), Jatobá (RN), Conceição das Crioulas (PE), e Invernada dos Negros (SC), possibilitadas por decisões judiciais em ações de desapropriação  propostas pelo Incra. Os processos de desapropriação são complexos, diante das forças que se tencionam nesse campo político, fazendo levar anos para a retirada efetiva de terceiros das terras quilombolas.","2014-01-01"
"2021/09/24 7:29:43 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Essa situação de vulnerabilidade em relação à titulação da área sujeita povos e comunidades tradicionais a humilhações e perdas em situações de confronto com invasores. As comunidades quilombolas localizadas à beira do rio Andirá, no município de Barreirinha (AM), sofrem com a ação reiterada de fazendeiros que compram determinada área, mas ocupam também as suas adjacências, expandindo sua posse e invadindo os territórios tradicionalmente ocupados. ","2014-01-01"
"2021/09/24 7:30:32 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Mesmo invadindo deliberadamente, os fazendeiros ameaçam os quilombolas alegando ter o documento de propriedade. Segundo a liderança quilombola do Rio Andirá , Sra. Maria Amélia Castro, os fazendeiros agem como se fossem os donos de toda a área e como se os quilombolas, seres sem importância, pudessem ser levados para qualquer lugar. ","2014-01-01"
"2021/09/24 7:32:07 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","A norma que regulamenta o artigo 68 ADCT dispondo sobre o procedimento para identificação, reconhecimento, delimitação, demarcação e titulação de terras tradicionalmente ocupadas por quilombolas é o Decreto n. 4.887, promulgado em 20 de novembro de 2003.","2014-01-01"
"2021/09/24 7:32:57 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Assim como a Convenção 169 da OIT, o critério para se definir quem são os sujeitos de direitos dessa norma, no artigo 2º do Decreto 4.887 define que é o da auto-atribuição. Desse modo, para os fins deste decreto, consideram-se “remanescentes das comunidades dos quilombos” os “grupos étnico-raciais com trajetória histórica própria, dotados de relações territoriais específicas, com presunção de ancestralidade negra relacionada com a resistência à opressão histórica”, que assim se identificarem. ","2014-01-01"
"2021/09/24 7:33:54 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","O Decreto define como terras ocupadas por quilombolas aquelas utilizadas para a garantia da sua reprodução física, social, econômica e cultural, evidenciando, mais uma vez, o reconhecimento legal do especial vínculo que povos e comunidades tradicionais possuem com suas terras e seus territórios. ","2014-01-01"
"2021/09/24 7:35:09 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Mas, se do ponto de vista das comunidades quilombolas, o referido decreto representou a esperança de obter a almejada segurança jurídica com título de propriedade, diante das ameaças crescentes aos seus territórios, do ponto de vista dos latifundiários e defensores do agronegócio, o Decreto significou uma afronta ao seu interesse de ter disponível a maior quantidade de terras livres para o mercado.","2014-01-01"
"2021/09/24 7:36:26 PM GMT-3","","","tese de doutorado","Sheilla Dourado ","","Seus argumentos são ilustrativos de uma visão positivista do direito que acaba fossilizando uma noção de “quilombola” o que, conforme argumentaram contrariamente outros juristas, não corresponde ao escopo da norma constitucional. Trabalhos desenvolvidos por juristas e antropólogos que pretendem ampliar e modernizar o conceito de “quilombos” guardam natureza metajurídica e por isso não tem compromisso com o sentido que ele apreende do texto constitucional.","2014-01-01"
"2021/09/24 7:37:19 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","","Este Ministro da Suprema Corte Constitucional brasileira não levou em conta a Convenção 169 da OIT e não vislumbrou o referido Decreto como um desdobramento desta. Em nenhum momento, considerou o direito coletivo à identidade cultural de os quilombolas continuarem existindo como grupos sociais culturalmente distintos, cujos modos de vida estão estreitamente ligados aos territórios ocupados. O ministro não leva em conta os direitos humanos que estão reconhecidos nas normas nacionais e internacionais, revelando uma visão legalista e estreita que, lamentavelmente, obstaculiza o exercício desses direitos, quando, ao contrário, deveria promovê-lo.","2014-01-01"
"2021/09/24 7:41:15 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","povos e comunidades tradicionais; ribeirinhos, seringueiros, quebradeiras de coco babaçu, pescadores","Em levantamento feito pelo Conselho Missionário Indigenista (CIMI) em 2009, foram registrados 528 conflitos de terra no Brasil, dos quais 151 envolveram povos e comunidades tradicionais – indígenas, quilombolas, ribeirinhos, seringueiros, quebradeiras de coco babaçu, pescadores e membros de grupos de fundos de pasto. Da mesma forma e no mesmo período, dos 45 conflitos em torno de recursos hídricos, 16 deles envolveram esses grupos sociais.","2014-01-01"
"2021/09/24 7:43:23 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","identidade; povos e comunidades tradicionais ","No caso brasileiro compreendem uma complexa diversidade e tanto se referem a povos indígenas e quilombolas, quanto a comunidades de fundos de pasto, a ribeirinhos, a quebradeiras de coco babaçu, a castanheiros, a pescadores artesanais, a caiçaras, a povos de terreiro e demais unidades sociais que são classificadas e se auto-representam como povos e comunidades tradicionais. ","2014-01-01"
"2021/09/24 7:44:40 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","consulta prévia; titulação","A primeira consulta realizada pelo governo federal numa tentativa de cumprimento à Convenção 169 ocorreu em abril de 2008 e teve por objeto a minuta de uma Instrução Normativa do INCRA que revogava a IN n. 20/2005, contudo, essa iniciativa não atendeu ao requisito de ser uma consulta prévia, nos termos daquele tratado internacional. A referida Instrução Normativa disciplina os procedimentos para titulação das terras quilombolas.","2014-01-01"
"2021/09/24 7:45:42 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","convenção","A forma como foi concebida e conduzida, do ponto de vista das organizações quilombolas e de outras organizações não governamentais, não caracteriza essa consulta como de “boa fé”, tal como preconiza a Convenção. Isso porque o governo brasileiro alegou urgência para a discussão, pressionando a tomada de decisão por parte dos consultados em um prazo exíguo e sem as informações necessárias para o consentimento livre e esclarecido, não sujeito a qualquer tipo de coerção ou manipulação externa.","2014-01-01"
"2021/09/24 7:47:00 PM GMT-3","Território;Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","demarcação; autodefiniçã; movimento ","Ao final, importantes reivindicações do movimento quilombola tampouco foram atendidas, como a retirada da obrigatoriedade do certificado de autodefinição de comunidades quilombolas expedida pela Fundação Palmares para formalizar o processo de demarcação de territórios junto ao INCRA.","2014-01-01"
"2021/09/24 7:47:48 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","consulta ","Não é concebível que num mesmo evento os quilombolas tenham acesso pela primeira vez a um texto de difícil compreensão e repleto de termos jurídicos e já tenham que se posicionar sobre os mesmos, sem oportunidade de uma maior reflexão e de consulta às suas bases.","2014-01-01"
"2021/09/24 7:48:54 PM GMT-3","Quilombolas","Positiva","tese de doutorado","Sheilla Dourado ","liderança","Imagine, você chega num processo de consulta, não viu o documento, não teve condição de estudar, de refletir, passa três dias brigando com o governo e aí depois o governo divulga para o mundo através dos jornais que teve um processo amplo de consulta, que o documento circulou nos e-mails, todo mundo ficou sabendo (...). A maioria das comunidades quilombolas está lutando hoje para ter um orelhão. Grande parte delas não tem energia elétrica. Aí diz “mas tem as lideranças quilombolas, tem as representações dos estados”, nem toda representação do estado mora na cidade, porque a luta nossa é para estar lá dentro dos quilombos. Então em menos de oito dias não se faz um comunicado de um quilombola para outro, não consegue chegar um recado. Imagine para se fazer esses estudos em menos de quinze dias, e dar uma resposta para o governo. Portanto, nós entendemos que não houve consulta, por isso nós dizemos que teve um momento, três dias para sermos informados, para estudarmos o documento, e o que questionamos não foi levado em consideração.","2014-01-01"
